MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
4.015,30,5.0171428571,1.040952381,4480,4.2666666667,33.75,-117.94,1.867
4.6167,25,5.7772925764,0.9082969432,852,3.7205240175,33.75,-117.96,2.373
2.78,22,4.2435424354,0.9944649446,1625,2.9981549815,33.75,-117.96,1.963
6.6355,19,7.2109090909,1.0290909091,1098,3.9927272727,33.75,-117.95,2.761
5.1416,24,5.9442815249,1.0498533724,1405,4.1202346041,33.75,-117.95,2.314
4.0508,27,4.9623188406,0.9420289855,1036,3.0028985507,33.76,-117.97,1.839
3.9107,26,5.1867283951,1.1141975309,2709,4.1805555556,33.75,-117.97,1.907
3.75,32,5.3931034483,0.9310344828,973,3.3551724138,33.75,-117.97,1.904
4.1577,24,4.4845938375,0.9845938375,3308,4.6330532213,33.76,-117.93,1.741
4.2219,24,4.5394736842,1.1151315789,1472,4.8421052632,33.75,-117.93,1.628
3.5967,15,4.2573913043,1.0469565217,1666,2.8973913043,33.75,-117.93,1.416
3.371,17,4.0496969697,0.9733333333,3381,4.0981818182,33.76,-117.93,1.618
4.05,21,4.4713178295,1.0263565891,2613,4.0511627907,33.76,-117.93,1.779
3.3629,8,4.1150442478,1.0584070796,1511,2.6743362832,33.75,-117.92,1.375
4.0313,19,4.4444444444,1.0902777778,1413,3.2708333333,33.75,-117.92,1.475
4.4732,29,5.4829787234,0.9468085106,1849,3.9340425532,33.77,-117.89,1.948
3.9613,35,5.173126615,0.976744186,1726,4.4599483204,33.77,-117.9,1.823
3.0902,26,4.1680420105,1.0487621905,4545,3.4096024006,33.77,-117.91,1.904
3.8506,22,4.9448456993,1.0302035456,5254,3.4497701904,33.76,-117.91,1.674
2.8438,26,4.6390532544,1.0473372781,662,3.9171597633,33.76,-117.92,1.743
2.8594,20,4.1514581373,1.1185324553,4818,4.5324553151,33.76,-117.91,2.151
2.6442,23,4.1342592593,1.0324074074,1149,5.3194444444,33.75,-117.92,1.563
3.0625,32,3.9303482587,0.9900497512,1196,5.9502487562,33.75,-117.92,1.428
3.0635,8,3.4807121662,1.0074183976,3842,5.7002967359,33.75,-117.91,1.6
3.9219,15,4.4666666667,1.0444444444,677,2.5074074074,33.74,-117.93,1.426
3.1403,30,3.5417558887,0.9293361884,1843,3.9464668094,33.74,-117.93,1.53
3.3017,5,3.2436548223,1,666,3.3807106599,33.74,-117.93,0.875
3.1773,13,4.165915239,1.1406672678,3385,3.0522993688,33.74,-117.92,1.865
2.1838,18,3.5786026201,1.0720524017,2513,5.4868995633,33.74,-117.92,1.597
3.3846,15,2.9303278689,0.8770491803,1394,5.7131147541,33.74,-117.91,1.625
4.3882,24,5.082139446,1.0152817574,4011,3.8309455587,33.74,-117.92,1.893
3.9816,27,4.9286675639,1.1224764468,3009,4.0497981157,33.73,-117.93,1.795
4.2222,24,5.3233082707,1.0526315789,3118,3.9072681704,33.74,-117.94,2.072
5.2563,24,5.8781512605,1.0056022409,2468,3.4565826331,33.73,-117.94,2.114
3.7162,16,4.9165186501,1.0657193606,1182,2.0994671403,33.74,-117.95,2.012
5.4485,25,5.6857142857,0.9918367347,976,3.9836734694,33.74,-117.95,2.252
5.9838,21,6.6468401487,1.029739777,1846,3.4312267658,33.74,-117.95,2.719
4.1603,17,4.3907284768,0.9072847682,1401,3.0927152318,33.7,-117.98,1.605
4.4766,24,5.6707616708,1.14004914,1101,2.7051597052,33.71,-117.98,2.3
3.6696,19,4.8688118812,1.2054455446,1251,3.0965346535,33.71,-117.99,2.188
4.8611,26,5.1766304348,1.0135869565,1098,2.9836956522,33.71,-117.98,2.296
6.0905,26,5.631147541,0.9590163934,731,2.9959016393,33.68,-117.96,2.248
4.6452,23,5.572815534,1.0226537217,865,2.7993527508,33.68,-117.97,2.738
4.7656,25,5.8425655977,1.0174927114,1085,3.1632653061,33.68,-117.96,2.307
2.3674,18,5.3484536082,1.1113402062,817,1.6845360825,33.68,-117.96,2.192
4.25,24,5.4398998331,1.0676126878,3441,2.8722871452,33.68,-117.96,1.521
5.7301,26,6.2444444444,0.9709401709,1930,3.2991452991,33.68,-117.97,2.609
4.875,26,5.4291187739,1.0114942529,817,3.1302681992,33.69,-117.95,2.304
5.0287,26,6.0294906166,0.9222520107,1311,3.5147453083,33.68,-117.95,2.65
5.5312,27,5.6233766234,0.9837662338,1115,3.6201298701,33.68,-117.95,2.392
3.6364,19,6.465408805,1.2012578616,340,2.1383647799,33.68,-117.95,2.528
3.0417,25,4.9266055046,1.1712538226,554,1.6941896024,33.67,-117.95,1.373
8.289,25,6.7886792453,0.879245283,810,3.0566037736,33.67,-117.95,3.724
6.8226,26,7.9776785714,1.0133928571,639,2.8526785714,33.66,-117.95,3.298
7.3719,22,7.1045918367,1.125,1086,2.7704081633,33.66,-117.95,3.374
3.7315,22,4.6383866481,1.0486787204,1500,2.0862308762,33.65,-117.98,1.979
4.2159,18,5.7055555556,1.1444444444,436,2.4222222222,33.65,-117.98,2.113
6.5501,22,6.8680688337,1.0076481836,1598,3.0554493308,33.65,-117.98,2.949
3.8187,20,5.0991735537,1.3636363636,792,2.1818181818,33.64,-117.98,1.375
4.2566,16,4.8194444444,1.0555555556,784,2.1777777778,33.74,-117.97,1.392
3.599,18,5.7079107505,1.093306288,1439,2.9188640974,33.74,-117.97,2.62
5.7121,27,6.335347432,0.9818731118,1217,3.6767371601,33.73,-117.97,2.225
5.0875,26,6.0716845878,0.9318996416,885,3.1720430108,33.73,-117.97,2.242
4.1484,19,4.6553524804,1.0835509138,1025,2.6762402089,33.74,-117.96,2.3
6.6324,22,7.1290983607,0.9323770492,1454,2.9795081967,33.73,-117.96,3.476
7.2845,19,7.0526315789,0.9507640068,2130,3.6162988115,33.73,-117.97,3.018
5.4286,24,6.6026490066,1.1037527594,1437,3.1721854305,33.72,-117.97,2.734
5.9582,21,6.1769383698,0.9602385686,1688,3.3558648111,33.72,-117.95,2.88
6.8645,23,7.3029739777,1.0390334572,1858,3.4535315985,33.72,-117.96,3.182
6.7919,19,7.3779816514,1.0220183486,1872,3.4348623853,33.73,-117.93,2.956
7.6709,17,7.6913793103,1.0086206897,2095,3.6120689655,33.72,-117.93,3.195
4.4728,17,6.0428571429,1.0464285714,934,3.3357142857,33.73,-117.92,2.058
3.9929,14,4.5710479574,1.0497335702,3171,2.8161634103,33.73,-117.92,2.258
5.5501,17,6.6626506024,1.0080321285,1520,3.0522088353,33.72,-117.92,2.742
5.5702,19,5.3564356436,1.0507425743,2243,2.775990099,33.71,-117.96,3.426
3.4133,16,4.052173913,1.1471571906,3285,2.1973244147,33.71,-117.95,2.909
4.5962,19,7.1228070175,0.9692982456,782,3.4298245614,33.71,-117.96,3.045
6.1092,20,6.8161764706,0.9975490196,1242,3.0441176471,33.71,-117.95,3.065
5.9449,18,6.4597902098,1.0524475524,1779,3.1101398601,33.71,-117.94,2.765
4.1366,10,4.3838862559,1.1327014218,1581,2.4976303318,33.71,-117.93,1.588
6.1181,18,6.7416201117,1.0027932961,2471,3.4511173184,33.7,-117.94,2.845
6.9261,24,7.1507537688,1.0351758794,1954,3.2730318258,33.69,-117.95,2.846
5.343,17,6.3180327869,1.0098360656,2585,2.825136612,33.7,-117.95,2.319
7.0907,22,7.5085388994,0.9867172676,1774,3.3662239089,33.69,-117.98,3.502
6.799,21,7.0774526678,0.9982788296,1886,3.2461273666,33.69,-117.97,2.92
7.8195,16,8.6023489933,1.0587248322,2142,3.5939597315,33.7,-117.98,3.905
5.3428,23,6.3737373737,1.0678210678,1865,2.6911976912,33.7,-117.96,2.793
4.725,23,6.4422604423,1.0933660934,1103,2.7100737101,33.7,-117.96,2.896
6.091,20,7.2291666667,1.0208333333,1319,3.0532407407,33.69,-117.96,2.904
7.7313,17,6.7934782609,0.9320652174,1242,3.375,33.69,-117.96,3.167
6.3749,24,7,1.0223123732,1736,3.5212981744,33.7,-117.98,2.78
5.6825,24,6.69921875,1.0703125,1601,3.126953125,33.71,-117.98,2.646
5.3737,26,6.2116788321,0.9854014599,1337,3.2530413625,33.71,-117.97,2.529
5.8195,25,6.5855130785,0.9617706237,1645,3.3098591549,33.71,-117.97,2.861
4.0345,25,5.4661246612,0.9674796748,1063,2.8807588076,33.7,-117.99,2.294
4.4148,17,5.8563049853,0.9970674487,952,2.7917888563,33.7,-117.98,2.392
3.7479,17,5.0840840841,1.0945945946,1715,2.5750750751,33.69,-117.99,2.13
5.7117,16,5.7748815166,1.0379146919,986,2.336492891,33.69,-117.98,2.472
5.6765,25,6.2797427653,1.0610932476,1809,2.9083601286,33.67,-117.97,2.651
5.8541,22,6.4481054366,0.9884678748,1871,3.0823723229,33.66,-117.97,2.815
7.0173,16,8.0737833595,1.0235478807,2209,3.4678178964,33.67,-117.96,3.821
7.5699,19,8.1275720165,1.0205761317,2302,3.1577503429,33.66,-117.96,3.333
7.0151,23,9.6918918919,1.2324324324,1826,3.2900900901,33.65,-117.96,3.506
5.3674,26,6.8757225434,0.9710982659,988,2.8554913295,33.65,-117.97,3.393
6.1572,25,7.0511363636,1.0227272727,960,2.7272727273,33.63,-117.97,3.44
5.7395,24,6.2668539326,0.9676966292,1943,2.7289325843,33.65,-117.96,2.898
7.8453,21,6.5273311897,1.0225080386,910,2.9260450161,33.65,-117.96,3.433
4.0229,18,4.7658730159,1.1626984127,1549,2.0489417989,33.65,-117.96,3.631
6.8939,17,7.1319444444,1.0104166667,836,2.9027777778,33.61,-117.98,3.839
6.2984,18,6.0228013029,0.9348534202,2046,3.332247557,33.73,-117.97,2.698
3.4679,18,3.8483935743,1.0602409639,2192,2.2008032129,33.73,-117.98,2.197
6.0494,24,5.1758241758,1.0018315018,1738,3.1831501832,33.72,-117.98,2.404
5.2655,28,5.5320284698,0.9982206406,1891,3.3647686833,33.72,-117.98,2.431
5.8252,7,5.1444141689,1.0663033606,2493,2.2643051771,33.67,-117.98,2.647
6.1624,26,6.5073800738,1.0092250923,1615,2.979704797,33.66,-117.98,2.794
6.979,17,6.7057057057,0.960960961,2166,3.2522522523,33.67,-117.97,3.307
2.8061,14,4.8798076923,1.0721153846,1974,1.5817307692,33.66,-117.97,1.803
7.3982,14,7.1949152542,1.0105932203,1542,3.2669491525,33.68,-117.98,3.691
6.2473,24,6.8927392739,1.0297029703,1704,2.8118811881,33.68,-117.98,2.819
6.8039,17,6.8141361257,0.9764397906,1265,3.3115183246,33.68,-117.98,3.329
7.3731,16,7.2359550562,0.9598715891,2221,3.5650080257,33.68,-117.97,3.908
5.5105,26,6.7053941909,1.2116182573,700,2.9045643154,33.68,-117.97,2.321
5.888,13,5.9224489796,1.093877551,1125,2.2959183673,33.67,-118.01,4.477
5.041,16,4.6266149871,1.007751938,1644,2.1240310078,33.67,-118.01,3.976
4.355,19,5.0098901099,1.1483516484,1949,2.1417582418,33.66,-118.01,4.292
4.2289,25,5.1543367347,1.1517857143,1689,2.1543367347,33.66,-118,4.427
2.8352,38,6.3859649123,1.619047619,755,1.8922305764,33.65,-118.02,4.083
4.7245,13,4.5402951192,1.0022701476,1999,2.2690124858,33.68,-117.99,2.736
3.5848,18,4.487804878,1.0243902439,1047,2.3215077605,33.68,-117.99,1.869
4.2165,15,4.9620853081,1.0489731438,1729,2.7314375987,33.67,-117.99,2.346
3.4899,14,4.2977893368,1.0936280884,2272,2.9544863459,33.68,-117.99,2.167
4.625,19,5.037037037,1.044973545,1776,2.3492063492,33.67,-117.99,2.822
4.0385,12,4.5655737705,0.981557377,1122,2.2991803279,33.67,-117.99,3.5
3.5859,17,4,1.0094562648,903,2.134751773,33.67,-117.99,2.625
3.2353,16,4.4028213166,1.1097178683,1260,1.9749216301,33.66,-118,2.529
4.6591,29,5.6355932203,1.2415254237,613,2.5974576271,33.66,-117.99,3.531
3.0625,14,5.4869565217,1.1356521739,951,1.6539130435,33.66,-117.99,2.688
4.3409,11,5.2639257294,1.1061007958,1508,2,33.62,-118.02,2.714
10.1154,5,8.0934256055,1.0784313725,2427,2.7993079585,33.65,-118.05,4.777
6.4858,12,5.5577942736,1.0445387063,2048,2.1717921527,33.68,-118,2.854
4.8125,34,5.8734177215,1.0553797468,1521,2.4066455696,33.67,-118,3.878
4.0121,19,4.9515962925,1.0597322348,2422,2.4943357364,33.71,-118,2.797
2.7614,18,3.4558058925,1.0017331023,3031,5.2530329289,33.71,-117.99,2.375
2.7865,17,3.7037037037,1.0601851852,1803,4.1736111111,33.71,-117.99,2.167
5.3886,23,5.9337606838,1.063034188,2408,2.5726495726,33.71,-118.02,3.319
6.3047,23,6.5916775033,1.0013003901,2473,3.2158647594,33.7,-118.02,2.857
4.4453,22,5.5483061481,1.0702634881,4404,2.7628607277,33.72,-118.02,2.678
6.7418,23,6.9524617997,0.9813242784,1766,2.9983022071,33.73,-118.01,3.025
5.1384,24,6.0482497635,1.0794701987,2743,2.5950804163,33.73,-118.02,3.369
5.163,24,5.5,1.011627907,2465,2.6057082452,33.72,-118.03,2.61
4.6649,24,5.63170347,1.0488958991,3418,2.6955835962,33.72,-118.04,2.378
3.8365,24,5.0821256039,1.0169082126,1181,2.8526570048,33.73,-117.99,2.509
6.7395,26,7.9290780142,0.9929078014,809,2.8687943262,33.73,-118,3.428
3.1912,20,3.8947368421,1.0820073439,1770,2.1664626683,33.73,-117.99,2.208
5.5514,26,6.6185185185,1.0185185185,801,2.9666666667,33.72,-117.99,2.557
4.2875,17,5.2355140187,1.2130841121,1473,2.753271028,33.72,-117.99,1.348
3.628,14,4.4778947368,1.1305263158,1338,2.8168421053,33.72,-117.99,1.885
4.7515,18,5.2604166667,1.0873397436,3079,2.4671474359,33.71,-118.01,2.956
7.248,24,6.5578231293,0.9642857143,1741,2.9608843537,33.7,-118.01,3.027
11.5199,3,7.6829268293,0.9349593496,337,2.7398373984,33.69,-118.01,5.00001
4.625,13,4.6717112922,1.0512223516,1999,2.3271245634,33.7,-117.99,2.488
5.3259,16,5.4666666667,1.0888888889,886,3.2814814815,33.69,-117.99,2.164
1.6705,12,3.1472081218,1.0888324873,1441,1.828680203,33.69,-117.99,3.5
5.8623,24,5.9724137931,1.0183908046,1184,2.7218390805,33.71,-118.02,2.878
7.7854,15,7.8547215496,1.01937046,1259,3.0484261501,33.7,-118.03,3.953
6,26,6.3106382979,1.0680851064,738,3.1404255319,33.71,-118.03,2.714
9.5268,13,7.139275766,0.9902506964,2429,3.3830083565,33.67,-118.07,4.379
4.7821,14,4.6666666667,1.0882658359,2222,2.3073727934,33.72,-118.04,1.694
4.1862,14,4.074695122,1.0472560976,1192,1.8170731707,33.72,-118.05,1.889
4.0238,15,3.8490566038,1.0272536688,942,1.9748427673,33.72,-118.04,1.825
5.883,13,4.9074074074,0.9969135802,2261,2.3261316872,33.7,-118.09,2.951
6.0102,12,5.2197659298,1.1287386216,1605,2.0871261378,33.71,-118.04,3.969
6.6188,32,6.5673684211,1.0252631579,2615,2.7526315789,33.75,-118.09,3.8
4.7773,37,3.5354609929,0.9290780142,531,1.8829787234,33.74,-118.1,4
5.4011,15,5.3857442348,1.7023060797,785,1.6457023061,33.75,-118.11,3.464
4.8482,43,3.9546925566,0.9805825243,565,1.8284789644,33.74,-118.11,5.00001
4.6369,44,4.553133515,1.0626702997,871,2.3732970027,33.74,-118.09,4.222
5.0926,24,5.1210191083,1,592,1.8853503185,33.75,-118.11,3.905
4.537,33,4.5569892473,1.1268817204,872,1.8752688172,33.74,-118.1,4.955
4.6528,31,4.2258064516,1.1032258065,563,1.8161290323,33.74,-118.1,4.571
5.0476,32,3.7664670659,0.997005988,645,1.9311377246,33.73,-118.11,5.00001
4.2287,32,3.974609375,1.015625,934,1.82421875,33.74,-118.1,5.00001
4.9044,24,4.8818897638,1.1653543307,513,2.0196850394,33.72,-118.07,4.85
5.1824,32,5.6411483254,1.1961722488,369,1.7655502392,33.72,-118.07,5.00001
8.7397,19,7.0913705584,1.3756345178,491,2.4923857868,33.71,-118.09,5.00001
5.7704,17,5.7449748744,1.1771356784,1619,2.033919598,33.72,-118.06,5.00001
8.8281,25,7.5868372943,1.042047532,1424,2.6032906764,33.71,-118.05,4.616
9.8177,22,8.0881801126,0.9962476548,1426,2.6754221388,33.72,-118.06,5.00001
9.8346,13,6.0132013201,1.0330033003,643,2.1221122112,33.73,-118.07,4.017
15.0001,14,8.3542319749,1.0376175549,964,3.0219435737,33.72,-118.06,5.00001
10.5424,16,7.598615917,1.0415224913,1490,2.5778546713,33.73,-118.06,5.00001
7.1673,14,5.5068119891,1.0790190736,696,1.8964577657,33.72,-118.08,3.407
5.0699,25,5.2933618844,0.9635974304,1301,2.7858672377,33.73,-118.05,2.661
5.2589,17,4.618226601,1.1625615764,900,2.2167487685,33.72,-118.05,2.261
3.8038,22,4.5743243243,1.0734797297,2260,1.9087837838,33.72,-118.05,1.745
1.8015,26,3.5408163265,1.0433673469,515,1.3137755102,33.77,-118.09,0.62
2.1944,26,4.5238970588,1.0330882353,971,1.7849264706,33.77,-118.08,0.875
2.2708,26,3.9470588235,1.0803921569,664,1.3019607843,33.77,-118.08,0.675
1.9074,26,4.2641770401,1.1147994467,960,1.3278008299,33.77,-118.08,0.685
1.4617,25,3.3417085427,1.067001675,743,1.2445561139,33.76,-118.08,0.469
1.808,26,3.9251207729,1.0628019324,533,1.2874396135,33.76,-118.09,0.585
1.7675,26,3.8470926059,1.0825556353,1829,1.3129935391,33.77,-118.09,0.613
1.6111,26,3.656133829,1.0724907063,692,1.2862453532,33.76,-118.08,0.543
1.2813,26,3.1821086262,1.1629392971,366,1.1693290735,33.76,-118.08,0.467
2.0952,27,3.4129032258,1.0258064516,193,1.2451612903,33.76,-118.08,0.713
1.7208,27,3.6698564593,1.0207336523,847,1.350877193,33.77,-118.09,0.675
2.925,26,4.3027522936,1.0435779817,1499,3.4380733945,33.76,-118,1.76
4.525,30,5.1840490798,1.1073619632,2269,3.4800613497,33.75,-118.01,1.86
2.7589,26,3.7554347826,1.0516304348,1977,5.3722826087,33.75,-118,1.375
6.394,25,7.438172043,0.9301075269,1148,3.0860215054,33.74,-118,3.167
4.25,27,5.1782531194,1.0463458111,1781,3.174688057,33.76,-118.02,2.148
5.7157,26,6.2926315789,1.0084210526,1596,3.36,33.75,-118.02,2.312
5.742,25,5.8860759494,1.0746835443,2503,3.1683544304,33.76,-118.03,2.219
7.0879,16,6.9696969697,0.8855218855,878,2.9562289562,33.76,-118.04,3.388
5.2001,16,6.1188925081,1.0586319218,1291,2.1026058632,33.75,-118.04,2.356
5.3559,26,5.7414965986,0.9546485261,1274,2.8888888889,33.74,-118.04,2.358
6.128,26,6.4571428571,1.0235294118,1961,3.2957983193,33.74,-118.02,2.482
5.5599,26,6.216080402,1.0217755444,1902,3.1859296482,33.73,-118.02,2.341
6.0609,25,6.5827922078,1.025974026,3613,2.9326298701,33.74,-118.01,2.649
3.8158,24,5.0064766839,1.0388601036,2670,3.4585492228,33.75,-117.98,1.8
3.3438,37,4.63003663,1.0036630037,783,2.8681318681,33.75,-117.98,1.996
3.0909,30,4.4473684211,1.1052631579,1314,3.1435406699,33.75,-117.99,1.844
4.7404,29,5.5532258065,1.0241935484,2257,3.6403225806,33.74,-117.98,2.075
4.506,26,5.50067659,1.0027063599,1960,2.652232747,33.74,-117.99,2.4
4.4261,16,5.6193939394,1.1006060606,2341,2.8375757576,33.74,-117.98,3.047
4.375,17,5.3187817259,1.0609137056,2440,2.4771573604,33.73,-117.99,2.481
6.6539,22,6.4121212121,0.9454545455,2408,3.6484848485,33.73,-117.98,2.849
3.1902,29,5.1450980392,1.0470588235,922,3.6156862745,33.77,-117.99,2.024
4.0194,28,5.0550314465,1.0251572327,2066,3.248427673,33.76,-117.98,1.974
3.369,30,4.3788300836,1.008356546,1351,3.7632311978,33.76,-117.99,1.909
1.9439,17,3.6409155937,1.0543633763,1468,2.1001430615,33.76,-117.99,1.777
3.3125,22,4.069986541,1.0148048452,2357,3.1722745626,33.75,-117.99,1.918
2.1375,23,3.276371308,1.0928270042,1988,4.194092827,33.76,-117.98,1.5
4.4545,24,4.4976076555,0.9688995215,967,2.3133971292,33.76,-117.98,1.925
5.1345,27,5.5,0.9741784038,1537,3.6079812207,33.75,-117.98,2.106
5.1507,34,6.2573964497,1.0414201183,1253,3.7071005917,33.77,-118.02,2.075
5.0091,33,5.8837719298,0.9561403509,1520,3.3333333333,33.77,-118.02,2.115
3.6289,25,4.5688311688,1.0493506494,1404,3.6467532468,33.76,-118.02,1.958
5.422,33,5.2537878788,0.9015151515,890,3.3712121212,33.77,-118.01,2.041
5.8362,32,6.5110294118,1.0882352941,995,3.6580882353,33.77,-118.01,2.175
3.9855,35,6.5362776025,1.1009463722,1249,3.9400630915,33.76,-118.01,1.919
2.2981,26,3.6598290598,1.0205128205,2038,3.4837606838,33.76,-118.01,1.777
3.4327,24,5.0151515152,1.0113636364,687,2.6022727273,33.77,-118,1.928
3.0263,29,3.9482071713,1.0019920319,1426,2.8406374502,33.76,-118,1.942
3.5139,28,5.2653508772,1.1030701754,1155,2.5328947368,33.77,-118,2.117
2.9083,14,3.6482084691,1.0390879479,982,3.1986970684,33.76,-118,1.792
3.0625,12,3.7425149701,0.9910179641,1047,3.1347305389,33.76,-118,2.088
3,21,4.5874547648,1.0832328106,1511,1.8226779252,33.77,-118.03,2.212
5.2077,7,5.476635514,1.1028037383,232,2.1682242991,33.77,-118.02,1.813
5.635,27,6.8027210884,1.0544217687,880,2.9931972789,33.77,-118.03,2.189
5.8053,24,6.4576271186,0.9813559322,1818,3.0813559322,33.77,-118.03,2.559
5.0866,32,6.1954261954,1.027027027,1370,2.8482328482,33.76,-118.03,2.235
7.1572,25,7.7058823529,1.0341555977,1623,3.0796963947,33.76,-118.04,2.949
5.8914,26,5.9386160714,0.9921875,2932,3.2723214286,33.79,-118.03,2.376
4.1548,32,5.2225859247,1.0376432079,1718,2.8117839607,33.79,-118.03,2.166
5.4372,30,6.2278481013,1.0202531646,1277,3.2329113924,33.79,-118.01,2.232
5.5446,28,6.0920577617,1.0090252708,1754,3.1660649819,33.78,-118.02,2.289
5.9357,19,5.8584070796,1.0575221239,1160,2.5663716814,33.78,-118.01,2.074
5.1061,26,6.7147651007,1.0134228188,836,2.8053691275,33.78,-118.03,2.575
6,26,6.2815013405,1.0107238606,1166,3.1260053619,33.78,-118.01,2.331
6.6453,25,6.6182495345,0.9832402235,1600,2.9795158287,33.78,-118.03,2.701
5.8426,26,6.4007029877,0.9789103691,1623,2.8523725835,33.78,-118.04,2.594
5.7705,25,6.4947552448,1.0052447552,1640,2.8671328671,33.78,-118.04,2.471
6.0553,29,6.2182741117,1.0372250423,1457,2.4653130288,33.8,-118.08,3.694
7.1221,34,6.930417495,1.0079522863,1311,2.606361829,33.8,-118.07,3.845
7.6144,34,7.1717171717,0.9974747475,1127,2.845959596,33.79,-118.08,3.762
6.6137,26,7.25,1.0067567568,852,2.8783783784,33.78,-118.09,3.427
5.8283,34,7.0056657224,1.0849858357,967,2.7393767705,33.79,-118.07,3.624
6.6312,31,6.7913322632,0.9903691814,1694,2.7191011236,33.79,-118.09,3.601
5.5767,34,6.6098265896,1.0028901734,1051,3.0375722543,33.78,-118.08,3.72
6.9324,30,6.9541062802,0.9734299517,1109,2.6787439614,33.78,-118.08,3.647
5.0102,25,5.8925802879,1.0708748616,1969,2.1805094131,33.78,-118.08,3.401
6.1142,23,6.3616383616,1.028971029,3281,3.2777222777,33.79,-118.02,2.404
5.7837,23,6.6079404467,1.0669975186,1499,3.7196029777,33.79,-118.01,2.58
5.875,24,10.5,1.75,32,4,33.8,-118.02,1.938
8.4952,16,6.8904428904,0.9160839161,1379,3.2144522145,33.8,-118.02,3.596
5.32,16,6.1861538462,1.0784615385,1488,2.2892307692,33.8,-118.01,2.195
8.7015,18,7.5198237885,0.9559471366,1272,2.8017621145,33.78,-118.05,3.909
6,25,7.7605985037,1.0847880299,1098,2.7381546135,33.78,-118.05,3.535
6.6264,25,7.226993865,1.0122699387,937,2.8742331288,33.78,-118.05,3.591
7.3463,22,7.4824399261,1.0388170055,1637,3.0258780037,33.78,-118.06,3.556
5.0261,33,5.6407563025,0.9789915966,1359,2.8550420168,33.8,-118.04,2.451
4.8,21,4.6037735849,1.0566037736,1215,2.5471698113,33.8,-118.06,1.969
6.4288,26,7.0752,0.9984,1936,3.0976,33.79,-118.07,3.207
4.1379,22,4.6831683168,1.0940594059,1015,2.5123762376,33.8,-118.06,2.125
3.6217,20,4.5361842105,1.0953947368,937,3.0822368421,33.8,-118.06,1.953
3.6442,17,4.5845864662,1.0413533835,1161,2.1823308271,33.8,-118.07,1.931
3.2465,19,5.8769716088,1.119873817,1260,3.9747634069,33.79,-118.05,2.774
4.5395,21,5.8662533215,1.0664304694,3193,2.828166519,33.84,-118.04,2.56
6.983,21,7.4770642202,0.998470948,2295,3.5091743119,33.84,-118.05,3.297
4.6681,19,6.050802139,1.1096256684,2318,3.0989304813,33.83,-118.04,3.207
5.844,26,6.3348765432,0.9830246914,2072,3.1975308642,33.82,-118.04,2.739
4.055,20,5.25795053,1.1024734982,972,3.4346289753,33.83,-118.04,2.019
5.123,25,5.841509434,1.0528301887,732,2.7622641509,33.82,-118.05,1.596
4.5833,25,6.3542168675,1.113253012,965,2.3253012048,33.82,-118.06,1.909
5.4216,25,6.4283088235,0.9430147059,1839,3.3805147059,33.81,-118.06,2.63
8.5407,22,7.3668478261,0.9565217391,1305,3.5461956522,33.81,-118.07,3.988
3.8792,22,4.7152542373,1.1457627119,810,2.7457627119,33.8,-118.07,2.182
3.3155,21,4.5037878788,1.0643939394,577,2.1856060606,33.81,-118.08,2.375
5.6093,17,5.9709677419,1.1161290323,770,2.4838709677,33.82,-118.03,2.444
3.6815,17,4.7658643326,1.0437636761,1077,2.3566739606,33.82,-118.03,2.453
6.0162,20,5.6398305085,0.9830508475,1275,2.7012711864,33.82,-118.03,3.185
4.7466,19,5.7656612529,1.0139211137,1286,2.9837587007,33.82,-118.02,2.583
3.2933,16,3.9275862069,1.1310344828,665,2.2931034483,33.83,-118.02,2.6
4.225,34,4.6353111433,0.9450072359,2072,2.998552822,33.83,-118.03,1.984
4.625,25,5.952848723,1.0451866405,1668,3.2770137525,33.83,-118.03,2.296
3.175,25,4.1739130435,1.0597826087,529,2.875,33.83,-118.03,1.328
4.53,22,5.181194907,1.0323212537,2812,2.7541625857,33.83,-118.06,2.264
5.7018,24,6.4902255639,1.0195488722,2286,3.437593985,33.83,-118.05,2.867
4.88,21,5.8820895522,0.9776119403,1897,2.8313432836,33.83,-118.06,3.439
8.6123,21,8.0564516129,1,1323,3.5564516129,33.82,-118.05,3.867
3.8512,17,3.9381237525,1.0299401198,1112,2.2195608782,33.83,-118.06,1.638
4.6458,24,6.2429467085,1.0579937304,1568,2.4576802508,33.82,-118.06,2.134
5.8527,22,6.3094867807,0.9704510109,2204,3.4276827372,33.81,-118.04,2.41
5.6846,27,6.0160965795,1.0362173038,1849,3.7203219316,33.81,-118.04,2.161
5.2542,26,5.6066666667,0.9711111111,1377,3.06,33.81,-118.05,2.346
5.7089,26,6.6942909761,1.044198895,1779,3.2762430939,33.81,-118.03,2.374
4.535,19,5.5745341615,1.0186335404,1014,3.149068323,33.86,-118.03,2.893
5.6094,24,6.2901408451,0.9774647887,1162,3.2732394366,33.85,-118.04,2.792
5.777,23,6.5523012552,0.9811715481,1646,3.4435146444,33.85,-118.04,3.159
6.1737,25,7.8895027624,1.0718232044,1212,3.3480662983,33.85,-118.05,3.131
7.5057,18,6.6691176471,1.0036764706,1922,3.5330882353,33.85,-118.04,3.285
3.8426,16,4.706940874,1.0025706941,1347,3.4627249357,33.85,-118.03,3.444
4.9803,29,5.333781965,1.0390309556,2104,2.8317631225,33.83,-118.01,2.086
